hearing_id,turn_id,date,title,speaker_cluster,start_seconds,end_seconds,n_segments,raw_text,source_segment_ids,input_path,n_words,duration_seconds,start_timestamp,end_timestamp,procedural_auto,speaker_name,speaker_role,organization
h1_2025_12_03,h1_2025_12_03_t00011,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_17,117.743,117.943,1,Here.,h1_2025_12_03_s00042,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,1,0.20000000000000284,00:01:57.743,00:01:57.943,False,,unknown,
h1_2025_12_03,h1_2025_12_03_t00012,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_26,119.063,132.106,17,Rader. Here. Scaife. Here. Shackman. Here. Shepard. Excused. Small. Here. Stumpf. Here. Thomas. Here. Chumlin. Here. Truex.,h1_2025_12_03_s00043|h1_2025_12_03_s00044|h1_2025_12_03_s00045|h1_2025_12_03_s00046|h1_2025_12_03_s00047|h1_2025_12_03_s00048|h1_2025_12_03_s00049|h1_2025_12_03_s00050|h1_2025_12_03_s00051|h1_2025_12_03_s00052|h1_2025_12_03_s00053|h1_2025_12_03_s00054|h1_2025_12_03_s00055|h1_2025_12_03_s00056|h1_2025_12_03_s00057|h1_2025_12_03_s00058|h1_2025_12_03_s00059,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,17,13.042999999999992,00:01:59.063,00:02:12.106,False,,staff,Sangamon County Clerk
h1_2025_12_03,h1_2025_12_03_t00013,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_07,132.586,132.786,1,Here.,h1_2025_12_03_s00060,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,1,0.19999999999998863,00:02:12.586,00:02:12.786,False,,public,
h1_2025_12_03,h1_2025_12_03_t00014,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_12,133.178,158.204,1,chairman's also present twenty three present six acts thank you mister clark we know we have a number of board members who are still trying to find a place to park but they will be here here shortly and we have a long agenda tonight so we thought it was important to go ahead and get started uh... is there a motion from the flora for organizing this evening's meeting mr delgiano mr delgiano is recognized,h1_2025_12_03_s00061,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,78,25.02600000000001,00:02:13.178,00:02:38.204,False,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00015,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_18,163.15,172.881,1,"Mr. Chairman, there is a resolution that has been distributed establishing purpose and procedure for today's public hearing on the proposed data center, and I would move that that be adopted.",h1_2025_12_03_s00062,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,32,9.730999999999995,00:02:43.150,00:02:52.881,False,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00016,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_12,173.221,176.685,3,Is there a second? Second. All in favor signify by saying aye.,h1_2025_12_03_s00063|h1_2025_12_03_s00064|h1_2025_12_03_s00065,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,12,3.4639999999999986,00:02:53.221,00:02:56.685,True,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00017,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_18,177.305,177.406,1,Aye.,h1_2025_12_03_s00066,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,1,0.10099999999999909,00:02:57.305,00:02:57.406,False,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00018,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_12,177.426,184.293,4,"Opposed, no. The ayes have it. Motion to organize the meeting is approved. Is there a motion for a temporary chairman for the hearing?",h1_2025_12_03_s00067|h1_2025_12_03_s00068|h1_2025_12_03_s00069|h1_2025_12_03_s00070,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,24,6.867000000000019,00:02:57.426,00:03:04.293,True,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00019,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_30,187.437,194.741,3,"Chairman. Mr. Madonia. I move that Mr. Stump, District 16 board member, be appointed chairman of the meeting.",h1_2025_12_03_s00071|h1_2025_12_03_s00072|h1_2025_12_03_s00073,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,18,7.304000000000002,00:03:07.437,00:03:14.741,False,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00020,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_12,194.921,211.151,8,"Is there a second? Second. Second by Mr. Desjardins. All in favor of the motion for Mr. Stump to serve as the presiding chairman of the hearing, signify by saying aye. Aye. Opposed, no. The ayes have it. Mr. Stump, if you would come up and take charge of the meeting, please.",h1_2025_12_03_s00074|h1_2025_12_03_s00075|h1_2025_12_03_s00076|h1_2025_12_03_s00077|h1_2025_12_03_s00078|h1_2025_12_03_s00079|h1_2025_12_03_s00080|h1_2025_12_03_s00081,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,52,16.230000000000018,00:03:14.921,00:03:31.151,True,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00021,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_25,240.773,241.513,1,"Hello, everyone.",h1_2025_12_03_s00082,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,2,0.7400000000000091,00:04:00.773,00:04:01.513,False,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00022,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_25,245.616,533.601,35,"Thank you again. The last time we were in this room a few months back, many months back, we were talking about the carbon dioxide lines, and I much appreciated running that meeting, and I thank you for asking me, board members, to run this one. As you can tell, I have a little bit of a cold tonight. You will not get it, sir. First thing I'd like to do is an intro. Thank you, Chairman Van Meter, and thank you to my fellow board members for your confidence in asking me to preside over tonight's hearing. I also want to thank all of the presenters that are here this evening. Every time a presenter gets up here tonight, whether concerned citizens or proponents of this project, I might have them introduce themselves before they start to talk. And I'd like to thank as well every member of the public who took the time to attend. Your participation is an important part of this process. I know that many board members and many members of our community have questions about this project, this proposed project. Tonight we'll give residents the opportunity to hear directly from the developer, from the opponents of the project, and from our professional staff. OUR HOPE IS THAT THESE PRESENTATIONS WILL HELP ADDRESS THE QUESTIONS AND CONCERNS THAT HAVE BEEN RAISED. TONIGHT'S HEARING WILL FOLLOW A STRUCTURED SCHEDULE. WE WILL BEGIN WITH A 30-MINUTE PRESENTATION FROM CYRUS I, FOLLOWED BY A BOARD MEMBER QUESTION VARIANT. AFTER THAT, THE COALITION FOR THE SPRINGFIELD UTILITY FUTURE WILL PROVIDE THEIR 30-MINUTE PRESENTATION, AND AGAIN, FOLLOWED BY QUESTIONS FROM THE BOARD. County staff and subject matter experts will then give their presentation and take board questions. At the conclusion of these presentations, we will move into public comment, where each speaker will have three minutes. I want to remind everyone that only recognized speakers, whether they're presenters, board members, or members of the public, should be speaking at any given time. Please allow them to be heard clearly without interruption in a respectful environment just like we had at the carbon dioxide lines, will allow us to work through the information before us in a constructive manner. I think it's important that we all listen closely to the presentations as your questions may very well be addressed during these sessions. So if you were going to come up and say something, everything that you were going to ask may be answered already. many of you will remember that the twenty twenty three public hearing on the carbon dioxide pipeline that was a long night with many strong opinions that the community showed patients and respect throughout that process i hope we can maintain that same level of civility this evening and i also want to remind uh... the people and uh... the developers and everyone here tonight that has an interest on either side of this project And there was people that were asking for a moratorium. Well, there's going to be basically a de facto moratorium anyway because of the lengthy part of this process, the large scope of the process, and you'll hear more about that tonight. But there's still probably going to be a couple more county board meetings before we even vote for this as county board members. There's going to be a couple more zoning meetings at the county building before we even vote. this project. There's going to be a couple more Zoning Board of Appeals meetings and that's the group of five that will send the County Board the recommendation of a yes or no to the project. And at any of those six that I just told you about the public can come up or any group can come up that signs up and talk and say what they want to say about the project one way or another. Then there will be a final County Board meeting and will also be a final zoning board of appeals meeting and that will be our final vote but normally on these zoning issues things will carry or they'll go a month or two and that's it this one here it may it may get out into the light spring area here but not sure yet i just wanted to let you know that for anyone that wanted a moratorium or thought that they needed more time As always, these big projects work themselves out, and you will get plenty of time to say whatever it is that you want to say to the full county board at any time. Is there any county board members that have any questions before I go into the itinerary, how we do this?",h1_2025_12_03_s00083|h1_2025_12_03_s00084|h1_2025_12_03_s00085|h1_2025_12_03_s00086|h1_2025_12_03_s00087|h1_2025_12_03_s00088|h1_2025_12_03_s00089|h1_2025_12_03_s00090|h1_2025_12_03_s00091|h1_2025_12_03_s00092|h1_2025_12_03_s00093|h1_2025_12_03_s00094|h1_2025_12_03_s00095|h1_2025_12_03_s00096|h1_2025_12_03_s00097|h1_2025_12_03_s00098|h1_2025_12_03_s00099|h1_2025_12_03_s00100|h1_2025_12_03_s00101|h1_2025_12_03_s00102|h1_2025_12_03_s00103|h1_2025_12_03_s00104|h1_2025_12_03_s00105|h1_2025_12_03_s00106|h1_2025_12_03_s00107|h1_2025_12_03_s00108|h1_2025_12_03_s00109|h1_2025_12_03_s00110|h1_2025_12_03_s00111|h1_2025_12_03_s00112|h1_2025_12_03_s00113|h1_2025_12_03_s00114|h1_2025_12_03_s00115|h1_2025_12_03_s00116|h1_2025_12_03_s00117,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,804,287.985,00:04:05.616,00:08:53.601,False,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00023,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_25,538.565,625.037,13,"Okay, where are the water stations at? everyone in this room if you need water there's water stations at both sides of this room over here and uh... so under the first thing as you see board members under exhibit one the roll call rules welcome the very first thing we're going to do is the cyrus one presentation but when they give their presentation here it's going to be for thirty minutes up to thirty minutes and then we're going to have a thirty minute board member question from the sanguine county board members only when they do do this each board member can be recognized up to two times and in them two times five minutes will go by and that's your time and the people that you're talking about are asking the questions to together so if both times add up to the five minutes we have to move on to the next board member just so that for the public knows There's 29 of us up here. So with these four different sessions, it's hard to regulate that sometimes. But we seem to get it done. And so with that being said, I would like to call up the very first speaker. And it's from Cyrus One. And where are they going to come up to? Right here? OK. Thank you. Please introduce yourself.",h1_2025_12_03_s00118|h1_2025_12_03_s00119|h1_2025_12_03_s00120|h1_2025_12_03_s00121|h1_2025_12_03_s00122|h1_2025_12_03_s00123|h1_2025_12_03_s00124|h1_2025_12_03_s00125|h1_2025_12_03_s00126|h1_2025_12_03_s00127|h1_2025_12_03_s00128|h1_2025_12_03_s00129|h1_2025_12_03_s00130,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,237,86.47199999999998,00:08:58.565,00:10:25.037,True,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00024,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_14,625.057,628.058,2,"BRAD HOUTT, Good evening. My name is Brad Houtt with Cyrus One.",h1_2025_12_03_s00131|h1_2025_12_03_s00132,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,12,3.0009999999999764,00:10:25.057,00:10:28.058,False,,developer,CyrusOne
h1_2025_12_03,h1_2025_12_03_t00025,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_25,628.691,629.331,1,Is there a clicker?,h1_2025_12_03_s00133,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,4,0.6399999999999864,00:10:28.691,00:10:29.331,False,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00026,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_14,629.351,630.791,2,Perfect. Thank you very much.,h1_2025_12_03_s00134|h1_2025_12_03_s00135,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,5,1.4400000000000546,00:10:29.351,00:10:30.791,False,,developer,CyrusOne
h1_2025_12_03,h1_2025_12_03_t00027,2025-12-03,"Data-center hearing — December 3, 2025",UNKNOWN,632.632,632.892,1,All right.,h1_2025_12_03_s00136,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,2,0.2600000000001046,00:10:32.632,00:10:32.892,False,,unknown,
h1_2025_12_03,h1_2025_12_03_t00028,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_14,633.032,633.452,1,Let me just get...,h1_2025_12_03_s00137,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,4,0.4199999999999591,00:10:33.032,00:10:33.452,False,,developer,CyrusOne
h1_2025_12_03,h1_2025_12_03_t00029,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_14,638.713,722.231,13,"Very good. Thank you, everyone, for coming out tonight. This has been an incredible turnout. Greatly appreciate you taking time out of your lives and your evening to learn more about this project, and I hope that we're able to deliver some information that answers the questions that you have, and we're happy to provide any follow-up answers to questions that come after this as well. So I'm joined here tonight by a few colleagues, seen here up on the screen and seated here to the right, which are available to help me answer questions. They may come up from the county board members as we proceed with the evening's activities. As a matter of introduction, for those that aren't familiar, Cyrus One, we're a global owner, operator, and developer of data centers. We're based in Dallas, Texas, and we operate over 55 data centers across the United States, Europe, and Japan. While we're based in Dallas, we have a significant presence in Illinois currently. We've invested over $1.2 billion in Illinois, with four operational data centers currently and six in development. across these activities in northern Illinois currently we're supporting hundreds of employees and contractors currently. The idea of this project is to bring this economic impact, these jobs and this investment to central Illinois. And with this campus it represents a continued commitment to bringing additional economic investment to communities across the state.",h1_2025_12_03_s00138|h1_2025_12_03_s00139|h1_2025_12_03_s00140|h1_2025_12_03_s00141|h1_2025_12_03_s00142|h1_2025_12_03_s00143|h1_2025_12_03_s00144|h1_2025_12_03_s00145|h1_2025_12_03_s00146|h1_2025_12_03_s00147|h1_2025_12_03_s00148|h1_2025_12_03_s00149|h1_2025_12_03_s00150,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,247,83.51800000000003,00:10:38.713,00:12:02.231,False,,developer,CyrusOne
h1_2025_12_03,h1_2025_12_03_t00030,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_14,733.198,747.711,4,"Further into the introduction, I wanted to provide an overview of the sites that we operate. So we've got a presence in North America. We operate in Europe across multiple countries. We have a small presence in Japan as a result of a joint venture we have with a power company there.",h1_2025_12_03_s00151|h1_2025_12_03_s00152|h1_2025_12_03_s00153|h1_2025_12_03_s00154,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,53,14.513000000000034,00:12:13.198,00:12:27.711,False,,developer,CyrusOne
h1_2025_12_03,h1_2025_12_03_t00031,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_14,755.055,786.073,3,"So talking about the site itself, I think most people are familiar with where this is located, but generally it's 280 acres directly just north of the Black Diamond, Double Black Diamond solar farm, roughly two and a quarter miles east of Louder. or, sorry, west of Lowder and about three miles west of Waverly. It's the double black diamond solar farm covers 4,100 acres, and we really chose this site because of its proximity to existing infrastructure and power capacity.",h1_2025_12_03_s00155|h1_2025_12_03_s00156|h1_2025_12_03_s00157,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,84,31.01800000000003,00:12:35.055,00:13:06.073,False,,developer,CyrusOne
h1_2025_12_03,h1_2025_12_03_t00032,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_14,789.996,796.361,1,"Across the 280 acres, and I'll pull up our site plan, we have six buildings planned.",h1_2025_12_03_s00158,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,17,6.365000000000009,00:13:09.996,00:13:16.361,False,,developer,CyrusOne
h1_2025_12_03,h1_2025_12_03_t00033,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_10,799.497,799.957,1,"Oh, my goodness.",h1_2025_12_03_s00159,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,3,0.4600000000000364,00:13:19.497,00:13:19.957,False,,public,
